# this is replicate 0
replicate,sample,ASV_1,ASV_1000,ASV_1033,ASV_110,ASV_1121,ASV_117,ASV_1173,ASV_1206,ASV_2,ASV_25,ASV_257,ASV_26,ASV_35,ASV_466,ASV_501,ASV_613,ASV_629,ASV_71,ASV_91,ASV_98
0,BW1,0.5392944448974409,0.000036233627700322496,0.00003419324845798302,0.0036964894907369067,0.000032464143253728764,0.13422634317174617,0.00003839035958901467,0.000621559925222279,0.00003930955320754582,0.016203893066050044,0.020358980097650806,0.1588578096206295,0.004404817004689383,0.00003070280135495031,0.000933196880101814,0.0009831294739170134,0.000033847534875108956,0.08803230949361944,0.02182114306288448,0.01032074254687267
0,BW2,0.5392944448974409,0.000036233627700322496,0.00003419324845798302,0.0036964894907369067,0.000032464143253728764,0.13422634317174617,0.00003839035958901467,0.000621559925222279,0.00003930955320754582,0.016203893066050044,0.020358980097650806,0.1588578096206295,0.004404817004689383,0.00003070280135495031,0.000933196880101814,0.0009831294739170134,0.000033847534875108956,0.08803230949361944,0.02182114306288448,0.01032074254687267
0,R10,0.7114296372905873,0.000006712293300005059,0.000008199551983831888,0.01397194734369735,0.00000768817847134496,0.000009071942453911165,0.000008351771114603096,0.000007770953141817383,0.05530628308032062,0.022685042952793864,0.00010965164626596316,0.08582913541714414,0.038475706309581886,0.000019289531499622818,0.000048051177894790944,0.0001704332976613339,0.000007908644967712772,0.01322889214147658,0.0500542489705154,0.008615977505127975
0,R11,0.7114296372905873,0.000006712293300005059,0.000008199551983831888,0.01397194734369735,0.00000768817847134496,0.000009071942453911165,0.000008351771114603096,0.000007770953141817383,0.05530628308032062,0.022685042952793864,0.00010965164626596316,0.08582913541714414,0.038475706309581886,0.000019289531499622818,0.000048051177894790944,0.0001704332976613339,0.000007908644967712772,0.01322889214147658,0.0500542489705154,0.008615977505127975
0,R11BF,0.8993615057090045,0.000008365990708526025,0.002787374813478488,0.006330240010022625,0.000008110420176780258,0.000006409918770506752,0.000008876186528619595,0.000010002839632452771,0.001332868940230927,0.005233814878156571,0.000008276104369972329,0.07277711527168526,0.0006501634986661827,0.007597061460782874,0.00000626600970431806,0.00021768773190291245,0.000007925828945577798,0.000008270624110486973,0.0032226147952623147,0.00041704896785982776
0,R12,0.603443100233585,0.00012587238516482174,0.000050755630603052453,0.027773479938400555,0.00023534814180723864,0.000008795805762690567,0.00011567144574261645,0.000006218078383540743,0.024922981248756613,0.02106500859499712,0.001088482283016597,0.18587884657062104,0.07040728360533008,0.00000899800649287326,0.0008369670909585086,0.0016016602231927021,0.00028830697126153946,0.022712731430386705,0.024601371918931317,0.014828120396605351
0,R1A,0.603443100233585,0.00012587238516482174,0.000050755630603052453,0.027773479938400555,0.00023534814180723864,0.000008795805762690567,0.00011567144574261645,0.000006218078383540743,0.024922981248756613,0.02106500859499712,0.001088482283016597,0.18587884657062104,0.07040728360533008,0.00000899800649287326,0.0008369670909585086,0.0016016602231927021,0.00028830697126153946,0.022712731430386705,0.024601371918931317,0.014828120396605351
0,R1B,0.603443100233585,0.00012587238516482174,0.000050755630603052453,0.027773479938400555,0.00023534814180723864,0.000008795805762690567,0.00011567144574261645,0.000006218078383540743,0.024922981248756613,0.02106500859499712,0.001088482283016597,0.18587884657062104,0.07040728360533008,0.00000899800649287326,0.0008369670909585086,0.0016016602231927021,0.00028830697126153946,0.022712731430386705,0.024601371918931317,0.014828120396605351
0,R2,0.603443100233585,0.00012587238516482174,0.000050755630603052453,0.027773479938400555,0.00023534814180723864,0.000008795805762690567,0.00011567144574261645,0.000006218078383540743,0.024922981248756613,0.02106500859499712,0.001088482283016597,0.18587884657062104,0.07040728360533008,0.00000899800649287326,0.0008369670909585086,0.0016016602231927021,0.00028830697126153946,0.022712731430386705,0.024601371918931317,0.014828120396605351
0,R3,0.603443100233585,0.00012587238516482174,0.000050755630603052453,0.027773479938400555,0.00023534814180723864,0.000008795805762690567,0.00011567144574261645,0.000006218078383540743,0.024922981248756613,0.02106500859499712,0.001088482283016597,0.18587884657062104,0.07040728360533008,0.00000899800649287326,0.0008369670909585086,0.0016016602231927021,0.00028830697126153946,0.022712731430386705,0.024601371918931317,0.014828120396605351
0,R4,0.603443100233585,0.00012587238516482174,0.000050755630603052453,0.027773479938400555,0.00023534814180723864,0.000008795805762690567,0.00011567144574261645,0.000006218078383540743,0.024922981248756613,0.02106500859499712,0.001088482283016597,0.18587884657062104,0.07040728360533008,0.00000899800649287326,0.0008369670909585086,0.0016016602231927021,0.00028830697126153946,0.022712731430386705,0.024601371918931317,0.014828120396605351
0,R5,0.603443100233585,0.00012587238516482174,0.000050755630603052453,0.027773479938400555,0.00023534814180723864,0.000008795805762690567,0.00011567144574261645,0.000006218078383540743,0.024922981248756613,0.02106500859499712,0.001088482283016597,0.18587884657062104,0.07040728360533008,0.00000899800649287326,0.0008369670909585086,0.0016016602231927021,0.00028830697126153946,0.022712731430386705,0.024601371918931317,0.014828120396605351
0,R6,0.603443100233585,0.00012587238516482174,0.000050755630603052453,0.027773479938400555,0.00023534814180723864,0.000008795805762690567,0.00011567144574261645,0.000006218078383540743,0.024922981248756613,0.02106500859499712,0.001088482283016597,0.18587884657062104,0.07040728360533008,0.00000899800649287326,0.0008369670909585086,0.0016016602231927021,0.00028830697126153946,0.022712731430386705,0.024601371918931317,0.014828120396605351
0,R7,0.6097685868980354,0.000012582278094779097,0.000012527818313899441,0.02209710604722707,0.0009990686376939362,0.000012381448363114076,0.000008580298167137616,0.00000962996700003663,0.01160478702288795,0.011921117726889526,0.0020523936387151376,0.2000490303608633,0.06599732701322375,0.000013510745360196135,0.0028140943203825756,0.001265022314652843,0.0002783352141615649,0.021820254592385395,0.013108684898718418,0.03615497875886422
0,R8,0.7114296372905873,0.000006712293300005059,0.000008199551983831888,0.01397194734369735,0.00000768817847134496,0.000009071942453911165,0.000008351771114603096,0.000007770953141817383,0.05530628308032062,0.022685042952793864,0.00010965164626596316,0.08582913541714414,0.038475706309581886,0.000019289531499622818,0.000048051177894790944,0.0001704332976613339,0.000007908644967712772,0.01322889214147658,0.0500542489705154,0.008615977505127975
0,R9,0.7114296372905873,0.000006712293300005059,0.000008199551983831888,0.01397194734369735,0.00000768817847134496,0.000009071942453911165,0.000008351771114603096,0.000007770953141817383,0.05530628308032062,0.022685042952793864,0.00010965164626596316,0.08582913541714414,0.038475706309581886,0.000019289531499622818,0.000048051177894790944,0.0001704332976613339,0.000007908644967712772,0.01322889214147658,0.0500542489705154,0.008615977505127975
# this is replicate 1
1,BW1,0.42751423286834456,0.00002707782078267742,0.00024133017578387354,0.0020462971291784825,0.00014485940122865916,0.0890882960895026,0.00003573628636041698,0.00025093087829679555,0.00003614935041224359,0.04670526149828509,0.012959643261328728,0.1550333415336212,0.0030755672098383806,0.000027813542258073492,0.00017171034417640978,0.0001422188785048478,0.00003455468796028977,0.2205933673665621,0.029961613908174447,0.011909997769400101
1,BW2,0.42751423286834456,0.00002707782078267742,0.00024133017578387354,0.0020462971291784825,0.00014485940122865916,0.0890882960895026,0.00003573628636041698,0.00025093087829679555,0.00003614935041224359,0.04670526149828509,0.012959643261328728,0.1550333415336212,0.0030755672098383806,0.000027813542258073492,0.00017171034417640978,0.0001422188785048478,0.00003455468796028977,0.2205933673665621,0.029961613908174447,0.011909997769400101
1,R10,0.7232107129652965,0.000007384722074457583,0.0000073317051694659054,0.014020312976038424,0.000015536571763244245,0.00000763176896879559,0.00001597584306946054,0.000015864789509160118,0.04293722533521303,0.023634987573981085,0.00004593433310014069,0.08407703907086614,0.042883152926686284,0.00001567282733814311,0.000018665091843809977,0.00009293043473520476,0.000018589153925645207,0.012641946423696444,0.04558971085645643,0.010743394630268325
1,R11,0.7232107129652965,0.000007384722074457583,0.0000073317051694659054,0.014020312976038424,0.000015536571763244245,0.00000763176896879559,0.00001597584306946054,0.000015864789509160118,0.04293722533521303,0.023634987573981085,0.00004593433310014069,0.08407703907086614,0.042883152926686284,0.00001567282733814311,0.000018665091843809977,0.00009293043473520476,0.000018589153925645207,0.012641946423696444,0.04558971085645643,0.010743394630268325
1,R11BF,0.8910424396886736,0.00013195900762421277,0.010744062634275466,0.0094684371814392,0.000008778136098113432,0.000008948936035042499,0.00015776198393588218,0.000007250385084188734,0.00030549404660808026,0.002181471179131746,0.00000890822421157666,0.06274353817728663,0.0009673711942001693,0.019906895951580197,0.00017634101013683774,0.00000684948793659749,0.000007464176873099614,0.00000915899539290932,0.002109611208976021,0.000007258394499873632
1,R12,0.6171854542666733,0.00005739464044982623,0.000022404465463425688,0.02667415739242387,0.00009198715465856894,0.00001393295211225199,0.00004080837491718243,0.000014460440271517816,0.02174301382632732,0.023929987507335142,0.0005667841331937243,0.1756595280576354,0.06359915645580393,0.000016603597180707235,0.0017599302557946548,0.0010492240416146313,0.00024968671915761984,0.022308849569479927,0.027655970606331945,0.017360665543175276
